Materia;abstain;name;for;time;against;id;dispensed;Artículo;date;Trámite;Sesión;Tipo de votación;Quorum;Observaciones
Reforma constitucional en materia de asociacionismo municipal.;0;Boletín N°5224-07;80;13:04;0;9413;0;;2.12.2008;Primer Trámite Constitucional / Primer Informe;110;General;Reforma Constitucional 3/5, se requiere la aprobación de los tres quintos de los señores Diputados en ejercicio;
Reajustabilidad automática semestral de las remuneraciones de trabajadores del sector público.;0;Proyecto de Acuerdo N°676;55;13:10;0;9414;0;;2.12.2008;;110;Única;;
Congelamiento del IPC para pago de contribuciones de viviendas de valor no superior a 4.000 UF.;3;Proyecto de Acuerdo N°677;29;13:16;21;9415;0;;2.12.2008;;110;Única;;
Garantía de acceso a fuentes laborales a discapacitados.;0;Proyecto de Acuerdo N°678;51;13:24;0;9419;0;;2.12.2008;;110;Única;;
Reforma constitucional que crea nueva circunscripción senatorial y Dirección Regional del Servicio Electoral en Arica y Parinacota.;17;Boletín N°5432-06;55;12:29;5;9422;0;;3.12.2008;Comisión Mixta / Primer Informe;111;Particular;Reforma Constitucional 3/5, se requiere la aprobación de los tres quintos de los señores Diputados en ejercicio;
Sobre comercio ilegal.;1;Boletín N°5069-03;0;12:33;78;9423;0;Enmiendas introducidas en el Senado.;3.12.2008;Tercer Trámite Constitucional /;111;Particular;Quorum Simple;
Modifica el Código de Minería con el objeto de mantener la existencia de los Boletines Oficiales de Minería, y sobre publicaciones ordenadas por el Código de Minería (informe conjunto de proyectos 4728-08 y 4741-08).;0;Boletín N°4728-08;80;12:33;1;9424;0;;3.12.2008;Comisión Mixta / Primer Informe;111;Particular;Quorum Simple;
Sanciona el maltrato a Carabineros de Chile.;9;Boletín N°5969-02;44;12:34;30;9425;0;Texto contenido en el segundo informe.;3.12.2008;Primer Trámite Constitucional / Segundo Informe;111;Particular;Quorum Simple;
Rechaza declaraciones del Comandante en Jefe del Ejército de Perú.;0;Proyecto de Acuerdo N°679;46;12:40;0;9426;0;;3.12.2008;;111;Única;;
Concede, por especial gracia, la nacionalidad chilena a don Dietrich Paul Friedrich Angerstein Brink.;0;Boletín N°5047-07;41;11:20;0;9430;0;;4.12.2008;Segundo Trámite Constitucional / Primer Informe;112;General;Quorum Simple;
Faculta al Presidente de la República para realizar un aporte extraordinario de capital al Banco del Estado de Chile, y amplía el patrimonio del decreto ley N° 3.472, de 1980, que creó el Fondo de Garantía para Pequeños Empresarios.;2;Boletín N°6231-05;62;12:46;0;9431;0;;4.12.2008;Primer Trámite Constitucional / Primer Informe;112;General;Quorum Simple;
Faculta al Presidente de la República para realizar un aporte extraordinario de capital al Banco del Estado de Chile, y amplía el patrimonio del decreto ley N° 3.472, de 1980, que creó el Fondo de Garantía para Pequeños Empresarios.;1;Boletín N°6231-05;66;12:52;0;9432;0;"Texto contenido en el informe, con la siguiente indicación:  Para intercalar el siguiente artículo 4°, nuevo, pasando el actual 4° a ser 5°:    ""Artículo 4°.- El Banco del Estado de Chile deberá informar anualmente a la Comisión de Hacienda de la Cámara de Diputados y a la Comisión Especial Mixta de Presupuestos sobre el funcionamiento y desarrollo del Banco.  	El Banco del Estado también informará semestralmente a las mismas instancias sobre el Fondo de Garantía para Pequeños Empresarios, especificando agregadamente las operaciones postuladas y ejecutadas, los sectores y regiones favorecidos y las características de los emprendimientos.""";4.12.2008;Primer Trámite Constitucional / Primer Informe;112;Particular;Quorum Simple;
Modifica el Código Sanitario con el objeto de permitir la existencia de la profesión de optómetra.;4;Boletín N°5684-11;67;13:04;8;9436;1;"Indicación renovada de las diputadas Karla Rubilar y Ximena Valcarce, y de los diputados Joaquín Godoy, Julio Dittborn y Carlos Recondo, para reemplazar el artículo 113 bis propuesto por la Comisión de Salud por el siguiente:  ""Artículo 113 bis.- Sin perjuicio de lo establecido, los profesionales de colaboración médica indicados en el artículo anterior y demás que señale el reglamento, podrán prescribir las ayudas técnicas, fármacos de uso tópico, los tratamientos básicos y otros que el mismo reglamento establezca, siempre que ello sea efectuado en el marco de acción de un equipo de salud.   Cuando estos profesionales presten sus servicios a personas que presenten síntomas o antecedentes de patologías locales o sistémicas, deberán derivar de inmediato al paciente a un médico cirujano que haya certificado su especialidad correspondiente en conformidad a las normas vigentes, pudiendo colaborar con éste en la atención del enfermo para su rehabilitación si así se requiriese.""";9.12.2008;Primer Trámite Constitucional / Segundo Informe;113;Particular;Quorum Simple;
Modifica el Código Sanitario con el objeto de permitir la existencia de la profesión de optómetra.;1;Boletín N°5684-11;81;13:06;0;9437;1;"Indicación renovada de las diputadas Karla Rubilar y Ximena Valcarce, y de los diputados Joaquín Godoy, Julio Dittborn y Carlos Recondo, para incorporar, en el Código Sanitario, el siguiente artículo 118 bis:  ""Artículo 118 bis.- Los servicios profesionales del tecnólogo médico con mención en oftalmología y del optómetra comprenden la detección y compensación de los vicios de refracción ocular a través de su medida instrumental; la indicación, adaptación, verificación y control de las ayudas ópticas, la utilización de técnicas de reeducación, prevención e higiene visual, la evaluación, detección, tratamiento y prevención de las disfunciones visuales. Los tecnólogos médicos con mención en oftalmología y los optómetras al realizar el examen ocular podrán utilizar aquellos fármacos de uso tópico para el diagnóstico.""";9.12.2008;Primer Trámite Constitucional / Segundo Informe;113;Particular;Quorum Simple;
Modifica el Código Sanitario con el objeto de permitir la existencia de la profesión de optómetra.;2;Boletín N°5684-11;83;13:07;1;9438;1;letra b) del artículo único.;9.12.2008;Primer Trámite Constitucional / Segundo Informe;113;Particular;Quorum Simple;
Modifica el Código Sanitario con el objeto de permitir la existencia de la profesión de optómetra.;4;Boletín N°5684-11;29;13:08;50;9439;1;"Indicación renovada de las diputadas Karla Rubilar y Ximena Valcarce, y de los diputados Joaquín Godoy, Julio Dittborn y Carlos Recondo, para sustituir el artículo 128 del Código Sanitario por el siguiente:  ""Artículo 128.- Sin perjuicio de lo señalado para la corrección de problemas de presbicia en personas mayores de cuarenta años, sólo en los establecimientos de óptica podrán fabricarse lentes con fuerza dióptrica de acuerdo con las prescripciones emitidas por los profesionales que corresponda.   Los establecimientos de óptica podrán abrir locales destinados a la recepción y al despacho de recetas en que se prescriban estos lentes, bajo la responsabilidad técnica de la óptica pertinente."".";9.12.2008;Primer Trámite Constitucional / Segundo Informe;113;Particular;Quorum Simple;
Modifica el Código Sanitario con el objeto de permitir la existencia de la profesión de optómetra.;2;Boletín N°5684-11;77;13:09;1;9440;1;letra c) del artículo único.;9.12.2008;Primer Trámite Constitucional / Segundo Informe;113;Particular;Quorum Simple;
Modifica el Código Sanitario con el objeto de permitir la existencia de la profesión de optómetra.;1;Boletín N°5684-11;77;13:09;0;9441;1;transitorio.;9.12.2008;Primer Trámite Constitucional / Segundo Informe;113;Particular;Quorum Simple;
Acuerdo en materia de servicios aéreos entre los Gobiernos de las Repúblicas de Chile y de Jamaica.;0;Boletín N°6076-10;70;12:06;0;9448;0;;10.12.2008;Primer Trámite Constitucional / Primer Informe;114;Única;Quorum Simple;
Modifica el artículo 282, del Código Orgánico de Tribunales en materia de publicidad de las votaciones para el nombramiento de magistrados y jueces.;0;Boletín N°4259-07;73;12:07;0;9449;0;;10.12.2008;Primer Trámite Constitucional / Primer Informe;114;General;Ley Orgánica Constitucional;
Medidas tendientes a disminuir las brechas de desigualdad social.;1;Proyecto de Acuerdo N°680;44;12:12;0;9450;0;;10.12.2008;;114;Única;;
Ratificación del Protocolo de Cartagena sobre Seguridad de la Biotecnología del Convenio Internacional sobre la Diversidad Biológica.;0;Proyecto de Acuerdo N°681;43;12:18;0;9451;0;;10.12.2008;;114;Única;;
Modifica ley N° 19.937, impidiendo que los establecimientos de salud, no calificados de autogestión en red al 1° de enero de 2009, pasen a tener dicha calidad por el sólo ministerio de la ley.;0;Boletín N°6230-11;62;11:50;1;9461;0;;11.12.2008;Primer Trámite Constitucional / Primer Informe;115;General;Quorum Simple;
Modifica ley N° 19.937, impidiendo que los establecimientos de salud, no calificados de autogestión en red al 1° de enero de 2009, pasen a tener dicha calidad por el sólo ministerio de la ley.;0;Boletín N°6230-11;64;11:56;1;9462;0;(BLOB);11.12.2008;Primer Trámite Constitucional / Primer Informe;115;Particular;Quorum Simple;
;2;;41;11:32;1;9469;0;;16.12.2008;;116;Única;Quorum Simple;
Modifica el artículo 59 de la ley General de Urbanismo y Construcciones, referido a la caducidad de declaratoria de utilidad pública contenida en los planes reguladores.;1;Boletín N°6032-14;50;13:01;39;9470;0;único, incisos primero y segundo.;16.12.2008;Primer Trámite Constitucional / Primer Informe;116;General;Quorum Simple;
Modifica el artículo 59 de la ley General de Urbanismo y Construcciones, referido a la caducidad de declaratoria de utilidad pública contenida en los planes reguladores.;5;Boletín N°6032-14;16;13:02;70;9471;0;único, inciso tercero.;16.12.2008;Primer Trámite Constitucional / Primer Informe;116;General;Ley Orgánica Constitucional;
Modifica la ley N°19.885, referida a donaciones con beneficios tributarios.;2;Boletín N°5315-05;92;13:03;0;9472;0;modificaciones introducidas por el Senado.;16.12.2008;Tercer Trámite Constitucional /;116;Particular;Quorum Calificado;
Da el carácter de irrenunciables a los excedentes de cotización de salud en ISAPRES.;1;Boletín N°4423-11;94;13:05;0;9473;0;;16.12.2008;Segundo Trámite Constitucional / Primer Informe;116;General;Quorum Simple;
Nivelación de profesionales funcionarios regidos por el DFL Nº 1, de 1997 y DFL Nº 2, de 1968.;0;Proyecto de Acuerdo N°682;37;13:08;0;9474;0;;16.12.2008;;116;Única;;
Mejoramiento de la situación funcionaria de secretarios de juzgados de policía local.;0;Proyecto de Acuerdo N°684;39;13:13;0;9476;0;;16.12.2008;;116;Única;;
Implementación de urna electrónica para próximas elecciones.;1;Proyecto de Acuerdo N°685;32;13:20;6;9478;0;;16.12.2008;;116;Única;;
Reconocimiento del Estado Palestino y elevación de misión diplomática de Palestina en Chile al rango de embajada.;1;Proyecto de Acuerdo N°686;40;13:26;0;9480;0;;16.12.2008;;116;Única;;
"Prorroga los incentivos para el desarrollo económico de las regiones de Aysén y Magallanes y de la provincia de Palena; y modifica la ley de zonas francas contenida en el D.F.L. N° 2, de 2001, Ministerio de Hacienda.";0;Boletín N°6264-27;71;11:16;0;9483;0;;17.12.2008;Primer Trámite Constitucional / Primer Informe;117;General;Quorum Simple;
"Prorroga los incentivos para el desarrollo económico de las regiones de Aysén y Magallanes y de la provincia de Palena; y modifica la ley de zonas francas contenida en el D.F.L. N° 2, de 2001, Ministerio de Hacienda.";0;Boletín N°6264-27;71;11:19;0;9484;0;1°;17.12.2008;Primer Trámite Constitucional / Primer Informe;117;Particular;Quorum Simple;
"Prorroga los incentivos para el desarrollo económico de las regiones de Aysén y Magallanes y de la provincia de Palena; y modifica la ley de zonas francas contenida en el D.F.L. N° 2, de 2001, Ministerio de Hacienda.";10;Boletín N°6264-27;64;11:19;0;9485;0;2°;17.12.2008;Primer Trámite Constitucional / Primer Informe;117;Particular;Quorum Simple;
Tratado de Libre Comercio entre los Gobiernos de la Répública de Chile y de Australia.;1;Boletín N°6220-10;87;12:36;0;9486;0;;17.12.2008;Primer Trámite Constitucional / Primer Informe;117;Única;Ley Orgánica Constitucional;
Plan extraordinario de empleos a través de subsidios a la forestación.;0;Proyecto de Acuerdo N°687;48;12:45;0;9487;0;;17.12.2008;;117;Única;;
Sobre contrato especial de los tripulantes de vuelo y tripulantes auxiliares de aeronaves comerciales de pasajeros y carga.;1;Boletín N°5820-13;71;12:35;0;9492;0;;18.12.2008;Segundo Trámite Constitucional / Primer Informe;118;General;Quorum Simple;
Suspende por cuatro años la aplicación del artículo 3° transitorio de la ley N° 20.158 [ley referida a beneficios para los profesionales de la educación].;0;Boletín N°6195-04;68;12:36;0;9493;0;;18.12.2008;Primer Trámite Constitucional / Primer Informe;118;General;Quorum Simple;
Declaración de ausencia por desaparición forzada de personas.;31;Boletín N°5971-17;55;13:12;0;9505;0;;6.1.2009;Primer Trámite Constitucional / Primer Informe;119;General;Quorum Simple;
Declaración de ausencia por desaparición forzada de personas.;35;Boletín N°5971-17;51;13:13;0;9506;0;2°.;6.1.2009;Primer Trámite Constitucional / Primer Informe;119;General;Ley Orgánica Constitucional;
Plan Nacional de Educación en Sexualidad y Afectividad.;5;Proyecto de Acuerdo N°689;44;13:16;0;9507;0;;6.1.2009;;119;Única;;
Ampliación de período para ejercer facultad de admisión para pre-kinder.;0;Proyecto de Acuerdo N°690;43;13:25;0;9513;0;;6.1.2009;;119;Única;;
;5;;36;10:43;24;9519;0;;7.1.2009;;120;Única;2/5 Se requiere la aprobación de los dos quintos de los señores Diputados en ejercicio;
Crea el Ministerio de Energía estableciendo modificaciones al D.L. 2.224, de 1978, y a otros cuerpos legales.;0;Boletín N°5766-08;81;12:52;1;9520;0;;7.1.2009;Primer Trámite Constitucional / Primer Informe;120;General;Quorum Simple;
Reforma constitucional en materia de asociacionismo municipal.;0;Boletín N°5224-07;88;12:54;0;9521;0;Texto contenido en el segundo informe.;7.1.2009;Primer Trámite Constitucional / Segundo Informe;120;Particular;Reforma Constitucional 3/5, se requiere la aprobación de los tres quintos de los señores Diputados en ejercicio;
Validación de exámenes conocidos como test rápidos de virus de inmunodeficiencia humana.;0;Proyecto de Acuerdo N°691;80;13:04;0;9522;0;;7.1.2009;;120;Única;;
Liberación de presos de conciencia y transición a la democracia en Cuba.;4;Proyecto de Acuerdo N°692;57;13:18;16;9523;0;;7.1.2009;;120;Única;;
Fin inmediato a la invasión en la Franja de Gaza por parte del Estado de Israel.;6;Proyecto de Acuerdo N°693;22;13:32;13;9524;0;;7.1.2009;;120;Única;;
Término del conflicto armado en la Franja de Gaza.;2;Proyecto de Acuerdo N°698;41;13:47;9;9525;0;;7.1.2009;;120;Única;;
Perfecciona el Seguro Obligatorio de Cesantía e introduce cambios en otras normas legales.;0;Boletín N°6036-13;93;12:34;0;9532;0;Votación general, con excepción de las disposiciones que requieren quórum calificado.;8.1.2009;Primer Trámite Constitucional / Primer Informe;121;General;Quorum Simple;
Perfecciona el Seguro Obligatorio de Cesantía e introduce cambios en otras normas legales.;0;Boletín N°6036-13;95;12:35;0;9533;0;"Votación general de los artículos 1°, numerales 2; 3; 4; 5; 6; 7; 8; 9; 10; 12; 13; 14; 16; 26; 27, y 30 y 2° permanentes, y los artículos primero, segundo y octavo transitorios.";8.1.2009;Primer Trámite Constitucional / Primer Informe;121;General;Quorum Calificado;
Perfecciona el Seguro Obligatorio de Cesantía e introduce cambios en otras normas legales.;1;Boletín N°6036-13;93;12:36;2;9534;0;Votación separada del número 1 del artículo 1°, mediante el cual se deroga el artículo 3° de la ley N°19.728, de Seguro Obligatorio de Cesantía.;8.1.2009;Primer Trámite Constitucional / Primer Informe;121;Particular;Quorum Simple;
Perfecciona el Seguro Obligatorio de Cesantía e introduce cambios en otras normas legales.;0;Boletín N°6036-13;94;12:36;2;9535;0;Votación separada del número 11 del artículo 1°, mediante el cual se deroga el párrafo 4° del Título I de la ley N°19.728, de Seguro Obligatorio de Cesantía.;8.1.2009;Primer Trámite Constitucional / Primer Informe;121;Particular;Quorum Simple;
Perfecciona el Seguro Obligatorio de Cesantía e introduce cambios en otras normas legales.;22;Boletín N°6036-13;52;12:37;16;9536;0;(BLOB);8.1.2009;Primer Trámite Constitucional / Primer Informe;121;Particular;Quorum Simple;
Establece incentivos tributarios transitorios, concede un bono extraordinario para las familias de menores ingresos y establece otras medidas de apoyo a la inversión y al empleo.;0;Boletín N°6350-05;89;14:11;0;9537;0;;8.1.2009;Primer Trámite Constitucional / Primer Informe;121;General;Quorum Simple;
;2;;28;11:19;7;9544;0;;13.1.2009;;122;Única;2/5 Se requiere la aprobación de los dos quintos de los señores Diputados en ejercicio;
Regulariza la construcción de bienes raíces urbanos sin recepción definitiva destinados a equipamiento de deporte y salud (ley del mono).;0;Boletín N°4304-14;52;11:24;0;9546;0;Modificaciones del Senado.;13.1.2009;Tercer Trámite Constitucional /;122;Particular;Quorum Simple;
"Introduce diversas modificaciones a ley N° 19.175, Orgánica Constitucional de Municipalidades; ley N° 18-700, Orgánica Constitucional de votaciones populares y escrutinios y ley N° 18.556, Orgánica Constitucional sobre sistema de inscripciones electorales y Servicio Electoral.";2;Boletín N°6349-06;94;13:18;0;9547;0;;13.1.2009;Primer Trámite Constitucional / Primer Informe;122;General;Ley Orgánica Constitucional;
"Introduce diversas modificaciones a ley N° 19.175, Orgánica Constitucional de Municipalidades; ley N° 18-700, Orgánica Constitucional de votaciones populares y escrutinios y ley N° 18.556, Orgánica Constitucional sobre sistema de inscripciones electorales y Servicio Electoral.";2;Boletín N°6349-06;7;13:19;81;9548;0;4°.;13.1.2009;Primer Trámite Constitucional / Primer Informe;122;Particular;Ley Orgánica Constitucional;
Modifica normas de la ley sobre sociedades anónimas y de mercado de valores, perfeccionando los preceptos que regulan los gobiernos corporativos de las empresas.;0;Boletín N°5301-05;98;13:20;0;9549;0;con excepción del artículo 241 que se propone en la ley N°18.045, contenido en el número 41 del artículo 1° del proyecto.;13.1.2009;Primer Trámite Constitucional / Primer Informe;122;General;Quorum Simple;
Modifica normas de la ley sobre sociedades anónimas y de mercado de valores, perfeccionando los preceptos que regulan los gobiernos corporativos de las empresas.;0;Boletín N°5301-05;93;13:20;0;9550;0;artículo 241 de la ley N°18.045, contenido en el número 41 del artículo 1° del proyecto.;13.1.2009;Primer Trámite Constitucional / Primer Informe;122;General;Quorum Calificado;
Eliminación del tributo anual que pagan los pescadores artesanales.;0;Proyecto de Acuerdo N°694;53;13:30;3;9551;0;;13.1.2009;;122;Única;;
Poder comprador de trigo a precio similar al internacional.;0;Proyecto de Acuerdo N°705;47;13:38;0;9552;0;;13.1.2009;;122;Única;;
Modifica el D.F.L. N° 1 (G), de 1997, y establece normas de ajuste remuneracional para el personal de las Fuerzas Armadas que indica.;4;Boletín N°6358-05;96;13:34;0;9560;0;;14.1.2009;Primer Trámite Constitucional / Primer Informe;123;General;Quorum Simple;
Modifica el D.F.L. N° 1 (G), de 1997, y establece normas de ajuste remuneracional para el personal de las Fuerzas Armadas que indica.;1;Boletín N°6358-05;99;13:35;0;9561;0;"Texto contenido en el certificado de las Comisiones Unidas de Hacienda y de Defensa, incluida una indicación de S.E. la Presidenta de la República al artículo 4°, para reemplazar la frase ""con cargo a los respectivos presupuestos, según corresponda."", por la frase ""en los años posteriores, los recursos se consultarán en los respectivos presupuestos.""";14.1.2009;Primer Trámite Constitucional / Primer Informe;123;Particular;Quorum Simple;
Propuestas sobre el concurso de infraestructura para la competitividad e innovación 2008-2009.;7;Proyecto de Acuerdo N°706;53;16:25;1;9565;0;;14.1.2009;;124;Única;;
Fija normas especiales para las empresas de menor tamaño.;1;Boletín N°5724-26;79;12:34;0;9568;0;con excepción de los artículos noveno, número 4) y undécimo en lo tocante a su artículo 8°, que requieren quórum de ley orgánica constitucional.;15.1.2009;Primer Trámite Constitucional / Primer Informe;125;General;Quorum Simple;
Fija normas especiales para las empresas de menor tamaño.;1;Boletín N°5724-26;81;12:35;0;9569;0;artículos noveno, número 4) y undécimo en lo tocante a su artículo 8°.;15.1.2009;Primer Trámite Constitucional / Primer Informe;125;General;Ley Orgánica Constitucional;
Fija normas especiales para las empresas de menor tamaño.;1;Boletín N°5724-26;71;12:37;0;9570;0;"Indicación de la Presidenta de la República para intercalar un artículo primero transitorio, nuevo, renumerándose los siguientes, del tenor que sigue:  	""Artículo Primero.- Dentro de los dos primeros años de vigencia de la presente ley, la Subsecretaría de Economía y Empresas de Menor Tamaño, hará una revisión de la reglamentación actualmente aplicable a las Empresas de Menor Tamaño, con la finalidad de proponer a los órganos públicos competentes las adecuaciones que sean necesarias para el cumplimiento del objetivo señalado en el artículo primero de la presente ley.""";15.1.2009;Primer Trámite Constitucional / Primer Informe;125;Particular;Quorum Simple;
Denomina edificio Poetisa Gabriela Mistral al actual edificio Diego Portales, ubicado en la comuna de Santiago, Región Metropolitana.;10;Boletín N°4926-24;54;12:39;18;9571;0;;15.1.2009;Primer Trámite Constitucional / Primer Informe;125;General;Quorum Simple;
Denomina edificio Poetisa Gabriela Mistral al actual edificio Diego Portales, ubicado en la comuna de Santiago, Región Metropolitana.;1;Boletín N°4926-24;53;12:41;27;9572;0;Petición para omitir el segundo informe de Comisión.;15.1.2009;Primer Trámite Constitucional / Primer Informe;125;Única;2/3 Se requiere la aprobación de los dos tercios de los señores Diputados presentes;
;3;;35;11:15;1;9591;0;;20.1.2009;;126;Única;2/5 Se requiere la aprobación de los dos quintos de los señores Diputados en ejercicio;
Declaración de ausencia por desaparición forzada de personas.;17;Boletín N°5971-17;75;13:34;0;9592;0;1°.;20.1.2009;Primer Trámite Constitucional / Segundo Informe;126;Particular;Quorum Simple;
Declaración de ausencia por desaparición forzada de personas.;18;Boletín N°5971-17;71;13:35;0;9593;0;2°.;20.1.2009;Primer Trámite Constitucional / Segundo Informe;126;Particular;Ley Orgánica Constitucional;
Declaración de ausencia por desaparición forzada de personas.;19;Boletín N°5971-17;73;13:36;0;9594;0;10.;20.1.2009;Primer Trámite Constitucional / Segundo Informe;126;Particular;Quorum Simple;
Establece un sistema institucional para el desarrollo del turismo, modifica el decreto ley N°1.224, que crea el Servicio Nacional de Turismo y otras normas legales.;0;Boletín N°5687-23;93;13:37;0;9595;0;salvo normas orgánicas constitucionales.;20.1.2009;Primer Trámite Constitucional / Primer Informe;126;General;Quorum Simple;
Establece un sistema institucional para el desarrollo del turismo, modifica el decreto ley N° 1.224, que crea el Servicio Nacional de Turismo y otras normas legales.;0;Boletín N°5687-23;97;13:38;0;9596;0;7°, 8°, 9°, 13, 18, 23 a 27, 29 y 51.;20.1.2009;Primer Trámite Constitucional / Primer Informe;126;General;Ley Orgánica Constitucional;
Establece un sistema institucional para el desarrollo del turismo, modifica el decreto ley N°1.224, que crea el Servicio Nacional de Turismo y otras normas legales.;0;Boletín N°5687-23;97;13:39;0;9597;0;"7°, con indicación de S.E. la Presidenta de la República para agregar en él el siguiente número 7), nuevo:  ""7) El Presidente del Consejo Nacional de la Cultura y las Artes.""";20.1.2009;Primer Trámite Constitucional / Primer Informe;126;Particular;Quorum Simple;
Otorga beneficios a deudores de crédito universitario que indica, por la prestación de servicios remunerados en las comunas de menor desarrollo del país.;0;Boletín N°4237-04;101;13:40;0;9598;0;Proposición de Comisión Mixta.;20.1.2009;Comisión Mixta / Primer Informe;126;Particular;Quorum Simple;
Modifica el sistema de otorgamiento de concesiones de radiodifusión sonora.;2;Boletín N°4740-15;80;13:41;0;9599;0;Texto contenido en el segundo informe de la Comisión.;20.1.2009;Segundo Trámite Constitucional / Segundo Informe;126;Particular;Quorum Simple;
Concede un bono compensatorio para el personal de la Casa de Moneda de Chile que indica y modifica la ley N°20.309.;1;Boletín N°6375-05;92;13:42;0;9600;0;;20.1.2009;Primer Trámite Constitucional / Primer Informe;126;General;Quorum Simple;
Medidas en beneficio de los productores de trigo.;0;Proyecto de Acuerdo N°707;82;18:00;0;9606;0;;20.1.2009;;127;Única;;
Cumplimiento de los objetivos de COTRISA.;1;Proyecto de Acuerdo N°708;49;18:03;9;9610;0;;20.1.2009;;127;Única;;
Introduce modificaciones al Código Penal, en la regulación de ciertos delitos contra la administración pública.;0;Boletín N°5725-07;93;12:49;0;9614;0;Enmiendas del Senado.;21.1.2009;Tercer Trámite Constitucional /;128;Particular;Ley Orgánica Constitucional;
Perfecciona el Seguro Obligatorio de Cesantía e introduce cambios a otras normas legales.;0;Boletín N°6036-13;99;12:50;0;9615;0;Enmiendas del Senado.;21.1.2009;Tercer Trámite Constitucional /;128;Particular;Ley Orgánica Constitucional;
Prorroga el régimen de Zona Franca Industrial de insumos de partes y piezas para la minería, en la comuna de Tocopilla, en la Región de Antofagasta.;0;Boletín N°6373-03;96;12:51;1;9616;0;;21.1.2009;Primer Trámite Constitucional / Primer Informe;128;General;Quorum Simple;
Aprueba aprueba el Tratado Constituitivo de la Unión de Naciones Suramericanas (UNASUR), suscrito en Brasilia, República Federativa del Brasil, el 23 de mayo de 2008.;4;Boletín N°6035-10;75;12:52;9;9617;0;;21.1.2009;Primer Trámite Constitucional / Primer Informe;128;Única;Quorum Simple;
Reforma constitucional que modifica los artículos 15 y 18 de la Carta Fundamental, con el objeto de consagrar el sufragio como un derecho de los ciudadanos y su inscripción automática en los Registros Electorales.;1;Boletín N°3544-07;103;23:50;0;9621;0;;21.1.2009;Segundo Trámite Constitucional / Primer Informe;129;General;Reforma Constitucional 3/5, se requiere la aprobación de los tres quintos de los señores Diputados en ejercicio;
Reforma constitucional que modifica los artículos 15 y 18 de la Carta Fundamental, con el objeto de consagrar el sufragio como un derecho de los ciudadanos y su inscripción automática en los Registros Electorales.;3;Boletín N°3544-07;94;23:53;7;9622;0;"número 1 del artículo único, mediante el cual se sustituye el inciso primero del artículo 15 de la Constitución por el siguiente:  ""Artículo 15.- En las votaciones populares, el sufragio será personal, igualitario, secreto y voluntario."".";21.1.2009;Segundo Trámite Constitucional / Primer Informe;129;Particular;Reforma Constitucional 3/5, se requiere la aprobación de los tres quintos de los señores Diputados en ejercicio;
Reforma constitucional que modifica los artículos 15 y 18 de la Carta Fundamental, con el objeto de consagrar el sufragio como un derecho de los ciudadanos y su inscripción automática en los Registros Electorales.;15;Boletín N°3544-07;76;23:56;13;9623;0;"número 2 del artículo único, por el cual se introducen las siguientes tres modificaciones en el artículo 18 de la Constitución.  a) Elimínase, en el inciso primero, la coma (,) ubicada entre la conjunción copulativa ""y"" y la forma verbal ""garantizará"";  b) Agrégase en el inciso primero, sustituyendo el punto aparte por un punto seguido, lo siguiente:  ""Dicha ley establecerá también un sistema de financiamiento, transparencia , límite y control del gasto electoral."", y  c) Intercálase el siguiente inciso segundo, pasando el actual segundo a ser tercero:   ""Una ley orgánica constitucional contemplará, además, un sistema de registro electoral, bajo la dirección del Servicio Electoral, al que se incorporarán por el solo ministerio de la ley, quienes cumplan los requisitos establecidos por esta Constitución."".";21.1.2009;Segundo Trámite Constitucional / Primer Informe;129;Particular;Reforma Constitucional 3/5, se requiere la aprobación de los tres quintos de los señores Diputados en ejercicio;
Reforma constitucional que modifica los artículos 15 y 18 de la Carta Fundamental, con el objeto de consagrar el sufragio como un derecho de los ciudadanos y su inscripción automática en los Registros Electorales.;3;Boletín N°3544-07;100;23:57;0;9624;0;"número 3 del artículo único, por el cual se incorpora la siguiente disposición vigésimotercera transitoria:  ""Vigésimotercera.- Las reformas introducidas en los artículos 15 y 18 sobre voluntariedad del voto e incorporación al registro electoral por el solo ministerio de la ley regirán al momento de entrar en vigencia la respectiva ley orgánica constitucional a que se refiere el inciso segundo del artículo 18 que se introduce por esta reforma.""";21.1.2009;Segundo Trámite Constitucional / Primer Informe;129;Particular;Reforma Constitucional 3/5, se requiere la aprobación de los tres quintos de los señores Diputados en ejercicio;
Perfecciona la retención, por parte del empleador, como modalidad de pago de la pensión alimenticia, con el objeto de hacerla efectiva.;0;Boletín N°6140-07;64;11:24;0;9627;0;;22.1.2009;Primer Trámite Constitucional / Primer Informe;130;General;Quorum Simple;
Perfecciona la retención, por parte del empleador, como modalidad de pago de la pensión alimenticia, con el objeto de hacerla efectiva.;2;Boletín N°6140-07;60;11:25;0;9628;0;"Articulado del proyecto, con indicación de las diputadas Denise Pascal e Isabel Allende, para agregar en el número 1, a continuación de la expresión ""en el pago íntegro u oportuno de cualquiera de las cuotas"", la siguiente expresión: ""o de la modalidad de pago de la pensión que haya sido decretada por el Tribunal"".";22.1.2009;Primer Trámite Constitucional / Primer Informe;130;Particular;Quorum Simple;
Establece una franquicia tributaria respecto de sistemas solares térmicos.;0;Boletín N°6174-05;68;12:52;0;9629;0;;22.1.2009;Primer Trámite Constitucional / Primer Informe;130;General;Quorum Simple;
